anchor_id	case_id	x	y	z	block_spec	block_entity_id	expected_route	stable_optics
backpack-iron-east	backpack-tier-orientation	244	100	265	sophisticatedbackpacks:iron_backpack[battery=false,facing=east,left_tank=false,open=false,right_tank=false,waterlogged=false]	sophisticatedbackpacks:backpack	custom	backpack-tier,iron,facing,east
backpack-iron-south	backpack-tier-orientation	247	100	265	sophisticatedbackpacks:iron_backpack[battery=false,facing=south,left_tank=false,open=false,right_tank=false,waterlogged=false]	sophisticatedbackpacks:backpack	custom	backpack-tier,iron,facing,south
backpack-iron-west	backpack-tier-orientation	250	100	265	sophisticatedbackpacks:iron_backpack[battery=false,facing=west,left_tank=false,open=false,right_tank=false,waterlogged=false]	sophisticatedbackpacks:backpack	custom	backpack-tier,iron,facing,west
backpack-gold-north	backpack-tier-orientation	253	100	265	sophisticatedbackpacks:gold_backpack[battery=false,facing=north,left_tank=false,open=false,right_tank=false,waterlogged=false]	sophisticatedbackpacks:backpack	custom	backpack-tier,gold,facing,north
backpack-gold-east	backpack-tier-orientation	256	100	265	sophisticatedbackpacks:gold_backpack[battery=false,facing=east,left_tank=false,open=false,right_tank=false,waterlogged=false]	sophisticatedbackpacks:backpack	custom	backpack-tier,gold,facing,east
backpack-gold-south	backpack-tier-orientation	259	100	265	sophisticatedbackpacks:gold_backpack[battery=false,facing=south,left_tank=false,open=false,right_tank=false,waterlogged=false]	sophisticatedbackpacks:backpack	custom	backpack-tier,gold,facing,south
backpack-gold-west	backpack-tier-orientation	196	100	268	sophisticatedbackpacks:gold_backpack[battery=false,facing=west,left_tank=false,open=false,right_tank=false,waterlogged=false]	sophisticatedbackpacks:backpack	custom	backpack-tier,gold,facing,west
backpack-diamond-north	backpack-tier-orientation	199	100	268	sophisticatedbackpacks:diamond_backpack[battery=false,facing=north,left_tank=false,open=false,right_tank=false,waterlogged=false]	sophisticatedbackpacks:backpack	custom	backpack-tier,diamond,facing,north
backpack-diamond-east	backpack-tier-orientation	202	100	268	sophisticatedbackpacks:diamond_backpack[battery=false,facing=east,left_tank=false,open=false,right_tank=false,waterlogged=false]	sophisticatedbackpacks:backpack	custom	backpack-tier,diamond,facing,east
backpack-diamond-south	backpack-tier-orientation	205	100	268	sophisticatedbackpacks:diamond_backpack[battery=false,facing=south,left_tank=false,open=false,right_tank=false,waterlogged=false]	sophisticatedbackpacks:backpack	custom	backpack-tier,diamond,facing,south
backpack-diamond-west	backpack-tier-orientation	208	100	268	sophisticatedbackpacks:diamond_backpack[battery=false,facing=west,left_tank=false,open=false,right_tank=false,waterlogged=false]	sophisticatedbackpacks:backpack	custom	backpack-tier,diamond,facing,west
backpack-netherite-north	backpack-tier-orientation	211	100	268	sophisticatedbackpacks:netherite_backpack[battery=false,facing=north,left_tank=false,open=false,right_tank=false,waterlogged=false]	sophisticatedbackpacks:backpack	custom	backpack-tier,netherite,facing,north
backpack-netherite-east	backpack-tier-orientation	214	100	268	sophisticatedbackpacks:netherite_backpack[battery=false,facing=east,left_tank=false,open=false,right_tank=false,waterlogged=false]	sophisticatedbackpacks:backpack	custom	backpack-tier,netherite,facing,east
backpack-netherite-south	backpack-tier-orientation	217	100	268	sophisticatedbackpacks:netherite_backpack[battery=false,facing=south,left_tank=false,open=false,right_tank=false,waterlogged=false]	sophisticatedbackpacks:backpack	custom	backpack-tier,netherite,facing,south
backpack-netherite-west	backpack-tier-orientation	220	100	268	sophisticatedbackpacks:netherite_backpack[battery=false,facing=west,left_tank=false,open=false,right_tank=false,waterlogged=false]	sophisticatedbackpacks:backpack	custom	backpack-tier,netherite,facing,west
backpack-modules-north-000	backpack-module-presence	223	100	268	sophisticatedbackpacks:netherite_backpack[battery=false,facing=north,left_tank=false,open=false,right_tank=false,waterlogged=false]	sophisticatedbackpacks:backpack	custom	facing,left-tank-absent,right-tank-absent,battery-absent
backpack-modules-north-001	backpack-module-presence	226	100	268	sophisticatedbackpacks:netherite_backpack[battery=false,facing=north,left_tank=true,open=false,right_tank=false,waterlogged=false]	sophisticatedbackpacks:backpack	custom	facing,left-tank-present,right-tank-absent,battery-absent
backpack-modules-north-010	backpack-module-presence	229	100	268	sophisticatedbackpacks:netherite_backpack[battery=false,facing=north,left_tank=false,open=false,right_tank=true,waterlogged=false]	sophisticatedbackpacks:backpack	custom	facing,left-tank-absent,right-tank-present,battery-absent
backpack-modules-north-011	backpack-module-presence	232	100	268	sophisticatedbackpacks:netherite_backpack[battery=false,facing=north,left_tank=true,open=false,right_tank=true,waterlogged=false]	sophisticatedbackpacks:backpack	custom	facing,left-tank-present,right-tank-present,battery-absent
backpack-modules-north-100	backpack-module-presence	235	100	268	sophisticatedbackpacks:netherite_backpack[battery=true,facing=north,left_tank=false,open=false,right_tank=false,waterlogged=false]	sophisticatedbackpacks:backpack	custom	facing,left-tank-absent,right-tank-absent,battery-present
backpack-modules-north-101	backpack-module-presence	238	100	268	sophisticatedbackpacks:netherite_backpack[battery=true,facing=north,left_tank=true,open=false,right_tank=false,waterlogged=false]	sophisticatedbackpacks:backpack	custom	facing,left-tank-present,right-tank-absent,battery-present
backpack-modules-north-110	backpack-module-presence	241	100	268	sophisticatedbackpacks:netherite_backpack[battery=true,facing=north,left_tank=false,open=false,right_tank=true,waterlogged=false]	sophisticatedbackpacks:backpack	custom	facing,left-tank-absent,right-tank-present,battery-present
backpack-modules-north-111	backpack-module-presence	244	100	268	sophisticatedbackpacks:netherite_backpack[battery=true,facing=north,left_tank=true,open=false,right_tank=true,waterlogged=false]	sophisticatedbackpacks:backpack	custom	facing,left-tank-present,right-tank-present,battery-present
backpack-modules-east-000	backpack-module-presence	247	100	268	sophisticatedbackpacks:netherite_backpack[battery=false,facing=east,left_tank=false,open=false,right_tank=false,waterlogged=false]	sophisticatedbackpacks:backpack	custom	facing,left-tank-absent,right-tank-absent,battery-absent
backpack-modules-east-001	backpack-module-presence	250	100	268	sophisticatedbackpacks:netherite_backpack[battery=false,facing=east,left_tank=true,open=false,right_tank=false,waterlogged=false]	sophisticatedbackpacks:backpack	custom	facing,left-tank-present,right-tank-absent,battery-absent
backpack-modules-east-010	backpack-module-presence	253	100	268	sophisticatedbackpacks:netherite_backpack[battery=false,facing=east,left_tank=false,open=false,right_tank=true,waterlogged=false]	sophisticatedbackpacks:backpack	custom	facing,left-tank-absent,right-tank-present,battery-absent
backpack-modules-east-011	backpack-module-presence	256	100	268	sophisticatedbackpacks:netherite_backpack[battery=false,facing=east,left_tank=true,open=false,right_tank=true,waterlogged=false]	sophisticatedbackpacks:backpack	custom	facing,left-tank-present,right-tank-present,battery-absent
backpack-modules-east-100	backpack-module-presence	259	100	268	sophisticatedbackpacks:netherite_backpack[battery=true,facing=east,left_tank=false,open=false,right_tank=false,waterlogged=false]	sophisticatedbackpacks:backpack	custom	facing,left-tank-absent,right-tank-absent,battery-present
backpack-modules-east-101	backpack-module-presence	196	100	271	sophisticatedbackpacks:netherite_backpack[battery=true,facing=east,left_tank=true,open=false,right_tank=false,waterlogged=false]	sophisticatedbackpacks:backpack	custom	facing,left-tank-present,right-tank-absent,battery-present
backpack-modules-east-110	backpack-module-presence	199	100	271	sophisticatedbackpacks:netherite_backpack[battery=true,facing=east,left_tank=false,open=false,right_tank=true,waterlogged=false]	sophisticatedbackpacks:backpack	custom	facing,left-tank-absent,right-tank-present,battery-present
backpack-modules-east-111	backpack-module-presence	202	100	271	sophisticatedbackpacks:netherite_backpack[battery=true,facing=east,left_tank=true,open=false,right_tank=true,waterlogged=false]	sophisticatedbackpacks:backpack	custom	facing,left-tank-present,right-tank-present,battery-present
backpack-modules-south-000	backpack-module-presence	205	100	271	sophisticatedbackpacks:netherite_backpack[battery=false,facing=south,left_tank=false,open=false,right_tank=false,waterlogged=false]	sophisticatedbackpacks:backpack	custom	facing,left-tank-absent,right-tank-absent,battery-absent
backpack-modules-south-001	backpack-module-presence	208	100	271	sophisticatedbackpacks:netherite_backpack[battery=false,facing=south,left_tank=true,open=false,right_tank=false,waterlogged=false]	sophisticatedbackpacks:backpack	custom	facing,left-tank-present,right-tank-absent,battery-absent
backpack-modules-south-010	backpack-module-presence	211	100	271	sophisticatedbackpacks:netherite_backpack[battery=false,facing=south,left_tank=false,open=false,right_tank=true,waterlogged=false]	sophisticatedbackpacks:backpack	custom	facing,left-tank-absent,right-tank-present,battery-absent
backpack-modules-south-011	backpack-module-presence	214	100	271	sophisticatedbackpacks:netherite_backpack[battery=false,facing=south,left_tank=true,open=false,right_tank=true,waterlogged=false]	sophisticatedbackpacks:backpack	custom	facing,left-tank-present,right-tank-present,battery-absent
backpack-modules-south-100	backpack-module-presence	217	100	271	sophisticatedbackpacks:netherite_backpack[battery=true,facing=south,left_tank=false,open=false,right_tank=false,waterlogged=false]	sophisticatedbackpacks:backpack	custom	facing,left-tank-absent,right-tank-absent,battery-present
backpack-modules-south-101	backpack-module-presence	220	100	271	sophisticatedbackpacks:netherite_backpack[battery=true,facing=south,left_tank=true,open=false,right_tank=false,waterlogged=false]	sophisticatedbackpacks:backpack	custom	facing,left-tank-present,right-tank-absent,battery-present
backpack-modules-south-110	backpack-module-presence	223	100	271	sophisticatedbackpacks:netherite_backpack[battery=true,facing=south,left_tank=false,open=false,right_tank=true,waterlogged=false]	sophisticatedbackpacks:backpack	custom	facing,left-tank-absent,right-tank-present,battery-present
backpack-modules-south-111	backpack-module-presence	226	100	271	sophisticatedbackpacks:netherite_backpack[battery=true,facing=south,left_tank=true,open=false,right_tank=true,waterlogged=false]	sophisticatedbackpacks:backpack	custom	facing,left-tank-present,right-tank-present,battery-present
backpack-modules-west-000	backpack-module-presence	229	100	271	sophisticatedbackpacks:netherite_backpack[battery=false,facing=west,left_tank=false,open=false,right_tank=false,waterlogged=false]	sophisticatedbackpacks:backpack	custom	facing,left-tank-absent,right-tank-absent,battery-absent
backpack-modules-west-001	backpack-module-presence	232	100	271	sophisticatedbackpacks:netherite_backpack[battery=false,facing=west,left_tank=true,open=false,right_tank=false,waterlogged=false]	sophisticatedbackpacks:backpack	custom	facing,left-tank-present,right-tank-absent,battery-absent
backpack-modules-west-010	backpack-module-presence	235	100	271	sophisticatedbackpacks:netherite_backpack[battery=false,facing=west,left_tank=false,open=false,right_tank=true,waterlogged=false]	sophisticatedbackpacks:backpack	custom	facing,left-tank-absent,right-tank-present,battery-absent
backpack-modules-west-011	backpack-module-presence	238	100	271	sophisticatedbackpacks:netherite_backpack[battery=false,facing=west,left_tank=true,open=false,right_tank=true,waterlogged=false]	sophisticatedbackpacks:backpack	custom	facing,left-tank-present,right-tank-present,battery-absent
backpack-modules-west-100	backpack-module-presence	241	100	271	sophisticatedbackpacks:netherite_backpack[battery=true,facing=west,left_tank=false,open=false,right_tank=false,waterlogged=false]	sophisticatedbackpacks:backpack	custom	facing,left-tank-absent,right-tank-absent,battery-present
backpack-modules-west-101	backpack-module-presence	244	100	271	sophisticatedbackpacks:netherite_backpack[battery=true,facing=west,left_tank=true,open=false,right_tank=false,waterlogged=false]	sophisticatedbackpacks:backpack	custom	facing,left-tank-present,right-tank-absent,battery-present
backpack-modules-west-110	backpack-module-presence	247	100	271	sophisticatedbackpacks:netherite_backpack[battery=true,facing=west,left_tank=false,open=false,right_tank=true,waterlogged=false]	sophisticatedbackpacks:backpack	custom	facing,left-tank-absent,right-tank-present,battery-present
backpack-modules-west-111	backpack-module-presence	250	100	271	sophisticatedbackpacks:netherite_backpack[battery=true,facing=west,left_tank=true,open=false,right_tank=true,waterlogged=false]	sophisticatedbackpacks:backpack	custom	facing,left-tank-present,right-tank-present,battery-present
backpack-waterlogged-true	waterlogged-static-state	253	100	271	sophisticatedbackpacks:diamond_backpack[battery=false,facing=north,left_tank=false,open=false,right_tank=false,waterlogged=true]	sophisticatedbackpacks:backpack	custom	waterlogged,backpack-tier
